Center (Mean),Center (SD),Top (Mean),Top (SD),Bottom (Mean),Bottom (SD),Left (Mean),Left (SD),Right (Mean),Right (SD)
91.18,5.98,94.42,5.01,91.71,4.98,91.18,4.65,90.70,5.02
